Id,SalePrice
1461,41.62452697753906
1462,42.38711166381836
1463,44.03438186645508
1464,43.99174499511719
1465,43.0833854675293
1466,42.663291931152344
1467,43.16936492919922
1468,42.218753814697266
1469,43.43589782714844
1470,41.5963249206543
1471,44.42525863647461
1472,41.93251037597656
1473,41.940189361572266
1474,43.43064498901367
1475,40.7174186706543
1476,42.573707580566406
1477,41.194156646728516
1478,44.009151458740234
1479,43.87159729003906
1480,44.24555587768555
1481,44.24555587768555
1482,44.009151458740234
1483,41.89044189453125
1484,43.205291748046875
1485,43.86793899536133
1486,42.663291931152344
1487,42.573707580566406
1488,42.10084915161133
1489,41.34071350097656
1490,44.2369499206543
1491,41.75602340698242
1492,40.34724807739258
1493,43.91926574707031
1494,43.78273010253906
1495,44.24555587768555
1496,44.42525863647461
1497,41.29257583618164
1498,42.99085998535156
1499,43.35496520996094
1500,43.284751892089844
1501,42.495357513427734
1502,42.2747917175293
1503,43.87824630737305
1504,44.34371566772461
1505,44.42525863647461
1506,42.48317337036133
1507,44.34371566772461
1508,43.0994758605957
1509,42.64948272705078
1510,42.943939208984375
1511,42.415279388427734
1512,43.29655075073242
1513,40.75582504272461
1514,41.98519515991211
1515,43.494476318359375
1516,43.494476318359375
1517,43.206939697265625
1518,40.92729187011719
1519,43.50168228149414
1520,41.65969467163086
1521,42.29545211791992
1522,43.71785354614258
1523,39.944114685058594
1524,41.663291931152344
1525,41.663291931152344
1526,42.11460494995117
1527,40.234283447265625
1528,42.09392547607422
1529,42.02751541137695
1530,43.52082061767578
1531,43.206939697265625
1532,42.64038848876953
1533,41.94381332397461
1534,39.944114685058594
1535,43.27255630493164
1536,41.114891052246094
1537,38.14701843261719
1538,41.52665710449219
1539,41.34071350097656
1540,40.215301513671875
1541,42.02751541137695
1542,41.71741485595703
1543,42.092769622802734
1544,42.09392547607422
1545,42.11460494995117
1546,43.04658889770508
1547,42.93739700317383
1548,41.69443130493164
1549,41.92509460449219
1550,44.00821304321289
1551,43.119384765625
1552,41.79689407348633
1553,39.981624603271484
1554,39.944114685058594
1555,43.50796127319336
1556,40.01990509033203
1557,41.54285430908203
1558,41.663291931152344
1559,40.73134994506836
1560,44.42525863647461
1561,42.151878356933594
1562,42.272850036621094
1563,42.09392547607422
1564,42.53738784790039
1565,42.586036682128906
1566,43.026607513427734
1567,40.667518615722656
1568,43.6489143371582
1569,42.40561294555664
1570,43.52754211425781
1571,42.729366302490234
1572,42.09392547607422
1573,43.557010650634766
1574,40.75582504272461
1575,43.63552474975586
1576,43.99174499511719
1577,42.99990463256836
1578,41.34071350097656
1579,41.5963249206543
1580,43.0263786315918
1581,42.717140197753906
1582,42.415279388427734
1583,44.24555587768555
1584,42.663291931152344
1585,42.24843215942383
1586,38.96626663208008
1587,40.34724807739258
1588,42.09392547607422
1589,40.234283447265625
1590,43.119384765625
1591,39.3546142578125
1592,43.18048858642578
1593,42.74205017089844
1594,38.64276123046875
1595,41.08519744873047
1596,43.28216552734375
1597,42.57099151611328
1598,42.977054595947266
1599,43.95978927612305
1600,44.102237701416016
1601,37.740726470947266
1602,42.3586540222168
1603,39.944114685058594
1604,44.276649475097656
1605,44.14044189453125
1606,44.102237701416016
1607,40.12530517578125
1608,44.276649475097656
1609,41.34071350097656
1610,41.00677490234375
1611,43.42005920410156
1612,40.47684097290039
1613,41.82442092895508
1614,43.09000778198242
1615,41.78935241699219
1616,39.466400146484375
1617,41.71741485595703
1618,41.663291931152344
1619,42.394493103027344
1620,41.00677490234375
1621,42.02543640136719
1622,42.07189178466797
1623,44.33097457885742
1624,44.34371566772461
1625,41.663291931152344
1626,44.276649475097656
1627,44.03438186645508
1628,43.41767883300781
1629,43.99174499511719
1630,44.42525863647461
1631,43.61973571777344
1632,43.61973571777344
1633,43.43064498901367
1634,44.14044189453125
1635,43.27753829956055
1636,42.13833236694336
1637,44.04334259033203
1638,42.21103286743164
1639,44.009151458740234
1640,43.41767883300781
1641,43.494476318359375
1642,44.14044189453125
1643,41.57078552246094
1644,43.48989486694336
1645,43.09066390991211
1646,43.84907150268555
1647,43.36456298828125
1648,40.46397399902344
1649,41.74334716796875
1650,42.394493103027344
1651,41.92509460449219
1652,42.34625244140625
1653,42.34625244140625
1654,43.43064498901367
1655,43.24396896362305
1656,43.88821029663086
1657,43.43064498901367
1658,43.43064498901367
1659,42.44294738769531
1660,42.63336944580078
1661,44.24555587768555
1662,44.14044189453125
1663,44.276649475097656
1664,44.24555587768555
1665,42.60297393798828
1666,44.276649475097656
1667,44.24555587768555
1668,44.276649475097656
1669,44.276649475097656
